Device Name,Hostname,SysName,Reset Reason,Config Register,Type,Image Name,IP Address,Software Type,Software Version,Product ID,CBP Alerts,FN Vulnerable Alerts,Hardware EoX Alerts,PSIRT Vulnerable Alerts,Software Alerts
SITE30-2nd-94SW-01,SITE30-2nd-94SW-01,SITE30-2nd-94SW-01.net.com,LocalSoft,null,Managed Chassis,CAT9K_IOSXE,192.168.230.47,IOS-XE,17.9.5,C9410R,24,2,2,5,1
SITE30-2nd-94SW-02,SITE30-2nd-94SW-02,SITE30-2nd-94SW-02.net.com,LocalSoft,null,Managed Chassis,CAT9K_IOSXE,192.168.230.48,IOS-XE,17.9.5,C9410R,23,2,2,5,1
SITE30-3rd-94SW-01,SITE30-3rd-94SW-01,SITE30-3rd-94SW-01.net.com,LocalSoft,null,Managed Chassis,CAT9K_IOSXE,192.168.230.53,IOS-XE,17.9.5,C9410R,24,2,2,5,1
SITE30-AGG,SITE30-AGG,SITE30-AGG.net.com,ISSU,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.230.120,IOS-XE,17.9.5,C9500-40X,18,3,4,5,1
SITE30-MEDIA-93SW-01,SITE30-MEDIA-93SW-01,SITE30-MEDIA-93SW-01.net.com,Install,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.230.150,IOS-XE,17.9.5,C9300-48UXM,18,3,0,6,1
SITE31-1E-93SW-01,SITE31-1E-93SW-01,SITE31-1E-93SW-01.net.com,Install,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.230.115,IOS-XE,17.9.5,C9300-48UXM,20,3,0,6,1
SITE31-1W-93SW-01,SITE31-1W-93SW-01,SITE31-1W-93SW-01.net.com,Install,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.230.114,IOS-XE,17.9.5,C9300-48UXM,21,3,0,6,1
SITE31-2ND-SW-01,SITE31-2ND-SW-01,SITE31-2ND-SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.155,IOS-XE,17.9.5,C9410R,25,2,2,5,1
SITE31-3RD-SW-01,SITE31-3RD-SW-01,SITE31-3RD-SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.156,IOS-XE,17.9.5,C9410R,28,2,2,5,1
SITE31-3RD-SW-02,SITE31-3RD-SW-02,SITE31-3RD-SW-02.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.157,IOS-XE,17.9.5,C9410R,29,2,2,5,1
SITE31-4TH-SW-01,SITE31-4TH-SW-01,SITE31-4TH-SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.158,IOS-XE,17.9.5,C9410R,30,2,2,5,1
SITE31-4TH-SW-02,SITE31-4TH-SW-02,SITE31-4TH-SW-02.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.159,IOS-XE,17.9.5,C9410R,24,2,2,5,1
SITE32-93SW-STACK-01,SITE32-93SW-STACK-01,SITE32-93SW-STACK-01.net.com,PowerOn,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.175.11,IOS-XE,17.9.5,C9300-48UXM,21,3,0,6,1
SITE33-SW-STACK-01,SITE33-SW-STACK-01,SITE33-SW-STACK-01.net.com,PowerOn,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.15.11,IOS-XE,17.9.5,C9300-48UXM,22,3,0,6,1
SITE34-5TH-94SW-01,SITE34-5TH-94SW-01,SITE34-5TH-94SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.30.13,IOS-XE,17.6.4,C9410R,21,3,2,8,1
SITE34-7TH-SW-01,SITE34-7TH-SW-01,SITE34-7TH-SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.30.11,IOS-XE,16.12.5b,C9410R,24,2,2,8,1
SITE34-7TH-SW-02,SITE34-7TH-SW-02,SITE34-7TH-SW-02.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.30.12,IOS-XE,17.6.4,C9410R,26,3,2,8,1
SITE34-CORE-SW-01,SITE34-CORE-SW-01,SITE34-CORE-SW-01.net.com,PowerOn,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.30.10,IOS-XE,17.6.4,C9500-40X,18,4,4,7,1
SITE36-21ST-93SW-01,SITE36-21ST-93SW-01,SITE36-21ST-93SW-01.net.com,Reload Command,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.31.11,IOS-XE,17.9.5,C9300-48UXM,18,3,0,6,1
SITE37-93SW-STACK-01,SITE37-93SW-STACK-01,SITE37-93SW-STACK-01.net.com,PowerOn,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.223.11,IOS-XE,17.6.4,C9300-48UXM,21,3,2,9,1
SITE38-24TH-93SW-01,SITE38-24TH-93SW-01,SITE38-24TH-93SW-01.net.com,Reload reason not captured ReloadReason=Image Install,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.20.11,IOS-XE,17.9.5,C9300-48UXM,21,3,0,6,1
SITE39-12TH-93SW-01,SITE39-12TH-93SW-01,SITE39-12TH-93SW-01.net.com,PowerOn,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.207.11,IOS-XE,17.9.5,C9300-48UXM,21,3,1,6,1
SITE40-3RD-94SW-01,SITE40-3RD-94SW-01,SITE40-3RD-94SW-01.net.com,EHSA standby down,null,Managed Chassis,CAT9K_IOSXE,192.168.79.11,IOS-XE,17.9.5,C9410R,25,2,2,5,1
SITE40-4TH-93SW-01,SITE40-4TH-93SW-01,SITE40-4TH-93SW-01.net.com,Reload Command,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.79.12,IOS-XE,17.9.5,C9300-48UXM,19,3,0,6,1
SITE41-49TH-93SW-02,SITE41-49TH-93SW-02,SITE41-49TH-93SW-02.net.com,Install,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.111.12,IOS-XE,17.9.5,C9300-48UXM,19,3,0,6,1
SITE41-49TH-94SW-01,SITE41-49TH-94SW-01,SITE41-49TH-94SW-01.net.com,LocalSoft,null,Managed Chassis,CAT9K_IOSXE,192.168.111.11,IOS-XE,17.9.5,C9410R,23,2,3,5,1
SITE42P-CUBE-R2,SITE42P-CUBE-R2,SITE42P-CUBE-R2.net.com,PowerOn,0x2102,Managed Chassis,X86_64_LINUX_IOSD-UNIVERSALK9-M,192.168.18.51,IOS-XE,16.12.4,ISR4431/K9,27,4,3,11,1
SITE43-IT-FIBER-R1,SITE43-IT-FIBER-R1,SITE43-IT-FIBER-R1.net.com,Reload Command,0x2102,Managed Chassis,asr1001x-universalk9,192.168.230.53,IOS-XE,17.6.6a,ASR1001-X,21,6,3,5,1
SITE45-INFENG-SW01,SITE45-INFENG-SW01,SITE45-INFENG-SW01.net.com,Image Install,0x102,Managed Chassis,CAT9K_IOSXE,192.168.30.11,IOS-XE,16.12.6,C9500-16X,18,2,5,9,1
SITE45-INFENG-SW02,SITE45-INFENG-SW02,SITE45-INFENG-SW02.net.com,Image Install,0x102,Managed Chassis,CAT9K_IOSXE,192.168.30.12,IOS-XE,16.12.6,C9500-16X,18,2,5,9,1
SITE46-DIA-01,SITE46-DIA-01,SITE46-DIA-01.net.com,Reload Command,0x2102,Managed Chassis,asr1001x-universalk9,192.168.230.12,IOS-XE,17.6.6a,ASR1001-X,20,6,2,5,1
SITE46-DIA-02,SITE46-DIA-02,SITE46-DIA-02.net.com,Reload Command,0x2102,Managed Chassis,asr1001x-universalk9,192.168.230.13,IOS-XE,17.6.6a,ASR1001-X,20,6,3,5,1
SITE46-INET-SW-01,SITE46-INET-SW-01,SITE46-INET-SW-01.net.com,"Reload Command,Install",null,Managed Chassis,CAT9K_IOSXE,192.168.230.10,IOS-XE,17.9.4a,C9300X-24Y,17,3,2,6,1
SITE46-MGMT-SW01,SITE46-MGMT-SW01,SITE46-MGMT-SW01.net.com,Install,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.230.239,IOS-XE,17.9.4a,C9300-48UXM,15,3,0,7,1
SITE46-N9K-SW01,SITE46-N9K-SW01,SITE46-N9K-SW01.net.com,Module PowerCycled,null,Managed Chassis,nxos.CSCwb70210-n9k_ALL-1.0.0-9.3.9.lib32_n9000,192.168.230.251,NX-OS,9.3(9),N9K-C9504,17,0,0,8,1
SITE46-N9K-SW02,SITE46-N9K-SW02,SITE46-N9K-SW02.net.com,Reset Requested by CLI command reload,null,Managed Chassis,nxos.CSCwb70210-n9k_ALL-1.0.0-9.3.9.lib32_n9000,192.168.230.252,NX-OS,9.3(9),N9K-C9504,17,0,0,8,1
SITE47-5TH-94SW-01,SITE47-5TH-94SW-01,SITE47-5TH-94SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.191.11,IOS-XE,17.9.5,C9410R,22,2,2,4,1
SITE47-6TH-93SW-01,SITE47-6TH-93SW-01,SITE47-6TH-93SW-01.net.com,Reload Command,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.191.12,IOS-XE,17.9.5,C9300-48UXM,16,3,0,5,1
SITE48-4TH-94SW-01,SITE48-4TH-94SW-01,SITE48-4TH-94SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.15.11,IOS-XE,17.9.5,C9410R,24,2,3,5,1
SITE49-3RD-93SW-01,SITE49-3RD-93SW-01,SITE49-3RD-93SW-01.net.com,PowerOn,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.191.12,IOS-XE,17.9.5,C9300-48UXM,21,3,1,6,1
SITE51-3RD-93SW-STACK-01,null,null,Image Install,null,Managed Chassis,CAT9K_IOSXE,192.168.143.11,Missing,Not Found,null,0,0,0,0,0
SITE52-4TH-94SW-01,SITE52-4TH-94SW-01,SITE52-4TH-94SW-01.net.com,LocalSoft,null,Managed Chassis,CAT9K_IOSXE,192.168.110.11,IOS-XE,17.9.5,C9410R,24,2,3,5,1
SITE53-7TH-93SW-01,SITE53-7TH-93SW-01,SITE53-7TH-93SW-01.net.com,Reload Command,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.175.10,IOS-XE,17.9.5,C9300-48UXM,25,3,0,6,1
SITE54-33RD-93SW-01,SITE54-33RD-93SW-01,SITE54-33RD-93SW-01.net.com,Image Install,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.79.11,IOS-XE,17.9.5,C9300-48UXM,22,3,1,6,1
SITE55-14TH-93SW-01,SITE55-14TH-93SW-01,SITE55-14TH-93SW-01.net.com,Reload Command,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.63.11,IOS-XE,17.9.5,C9300-48P,18,3,1,6,1
SITE55-VG-01,SITE55-VG-01,SITE55-VG-01.net.com,PowerOn,0x2102,Managed Chassis,X86_64_LINUX_IOSD-UNIVERSALK9-M,192.168.63.15,IOS-XE,17.6.5a,ISR4331/K9,24,3,5,5,1
SITE56-17TH-SW-01,SITE56-17TH-SW-01,SITE56-17TH-SW-01.net.com,LocalSoft,null,Managed Chassis,CAT9K_IOSXE,192.168.94.12,IOS-XE,17.9.5,C9410R,23,2,2,5,1
SITE56-18TH-CORE-SW01,SITE56-18TH-CORE-SW01,SITE56-18TH-CORE-SW01.net.com,ISSU,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.94.2,IOS-XE,17.9.5,C9500-40X,20,3,5,5,1
SITE56-18TH-SW-01,SITE56-18TH-SW-01,SITE56-18TH-SW-01.net.com,LocalSoft,null,Managed Chassis,CAT9K_IOSXE,192.168.94.15,IOS-XE,17.9.5,C9410R,26,2,2,5,1
SITE57-8TH-94SW-01,SITE57-8TH-94SW-01,SITE57-8TH-94SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.95.11,IOS-XE,17.9.5,C9410R,27,2,2,5,1
SITE57-9TH-93SW-01,SITE57-9TH-93SW-01,SITE57-9TH-93SW-01.net.com,Install Abort,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.95.14,IOS-XE,17.9.4a,C9300-48UXM,16,3,0,6,1
SITE57-VG-R1,SITE57-VG-R1,SITE57-VG-R1.net.com,Reload Command,0x2102,Managed Chassis,X86_64_LINUX_IOSD-UNIVERSALK9-M,192.168.95.19,IOS-XE,17.6.5a,ISR4431/K9,26,4,3,5,1
SITE59-3RD-94SW-01,SITE59-3RD-94SW-01,SITE59-3RD-94SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.30.11,IOS-XE,17.9.5,C9410R,24,2,2,5,1
SITE59-3RD-CORE-95SW-01,SITE59-3RD-CORE-95SW-01,SITE59-3RD-CORE-95SW-01.net.com,ISSU,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.30.10,IOS-XE,17.9.5,C9500-40X,18,3,6,5,1
SITE59-4TH-94SW-01,SITE59-4TH-94SW-01,SITE59-4TH-94SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.30.12,IOS-XE,17.9.5,C9410R,23,2,2,5,1
SITE59-5TH-94SW-01,SITE59-5TH-94SW-01,SITE59-5TH-94SW-01.net.com,LocalSoft,null,Managed Chassis,CAT9K_IOSXE,192.168.30.13,IOS-XE,17.9.5,C9410R,23,2,2,5,1
SITE60-4TH-IDF-93SW-01,SITE60-4TH-IDF-93SW-01,SITE60-4TH-IDF-93SW-01.net.com,"lost both active and standby,Install",null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.158.12,IOS-XE,17.9.5,C9300-48UXM,21,3,0,6,1
